"","scenario","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"4959",4959,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4960",4960,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4961",4961,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4962",4962,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4963",4963,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4964",4964,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4965",4965,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4966",4966,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4967",4967,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4968",4968,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4969",4969,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4970",4970,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4971",4971,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4972",4972,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4973",4973,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4974",4974,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4975",4975,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4976",4976,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4977",4977,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4978",4978,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4979",4979,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4980",4980,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4981",4981,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4982",4982,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4983",4983,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4984",4984,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4985",4985,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4986",4986,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4987",4987,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4988",4988,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4989",4989,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4990",4990,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4991",4991,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4992",4992,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4993",4993,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4994",4994,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4995",4995,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4996",4996,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4997",4997,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4998",4998,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"4999",4999,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5000",5000,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5001",5001,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5002",5002,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5003",5003,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5004",5004,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5005",5005,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5006",5006,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.6,NA,NA,3,NA,NA
"5007",5007,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5008",5008,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5009",5009,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5010",5010,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5011",5011,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5012",5012,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5013",5013,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5014",5014,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5015",5015,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5016",5016,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5017",5017,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5018",5018,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5019",5019,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5020",5020,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5021",5021,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5022",5022,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5023",5023,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5024",5024,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5025",5025,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5026",5026,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5027",5027,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5028",5028,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5029",5029,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5030",5030,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5031",5031,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5032",5032,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5033",5033,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5034",5034,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5035",5035,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5036",5036,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5037",5037,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5038",5038,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5039",5039,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5040",5040,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5041",5041,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5042",5042,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5043",5043,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5044",5044,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5045",5045,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5046",5046,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5047",5047,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5048",5048,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5049",5049,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5050",5050,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5051",5051,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5052",5052,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5053",5053,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5054",5054,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5055",5055,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5056",5056,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5057",5057,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5058",5058,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5059",5059,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5060",5060,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5061",5061,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5062",5062,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5063",5063,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5064",5064,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:5","observation_error",FALSE,0.6,NA,NA,5,NA,NA
"5065",5065,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5066",5066,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5067",5067,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5068",5068,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5069",5069,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5070",5070,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5071",5071,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5072",5072,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5073",5073,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5074",5074,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5075",5075,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5076",5076,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5077",5077,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5078",5078,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5079",5079,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5080",5080,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5081",5081,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5082",5082,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5083",5083,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5084",5084,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5085",5085,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5086",5086,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5087",5087,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5088",5088,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5089",5089,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5090",5090,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5091",5091,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5092",5092,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5093",5093,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5094",5094,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5095",5095,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5096",5096,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5097",5097,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5098",5098,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5099",5099,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5100",5100,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5101",5101,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5102",5102,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5103",5103,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5104",5104,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5105",5105,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5106",5106,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5107",5107,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5108",5108,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5109",5109,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5110",5110,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5111",5111,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
"5112",5112,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1","observation_error",FALSE,0.7,NA,NA,1,NA,NA
