"","scenario","ssb_below_blim_total","ssb_below_blim_iter","collapse_total","collapse_iter","fmaxed_total","fmaxed_iter","yield","rel_yield","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"6035",6035,0.05076,1,0.01066,0.072,0.00104,0.058,126.061375013848,0.358894363005324,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6036",6036,0.0132,0.48,0,0,0,0,13.4574730828563,0.391313523652935,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6037",6037,0.01776,0.738,0,0,0,0,31.8776563124818,0.41466698666365,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6038",6038,0.00768,0.478,0,0,0,0,28.023156446209,0.188747162844521,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6039",6039,0.08564,0.96,0,0,0,0,36.9927417973106,0.655478575336887,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6040",6040,0.06006,0.976,0,0,0,0,18.4336321289909,0.531116661902442,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6041",6041,0.06774,0.988,0,0,0,0,36.961500579125,0.616540035451443,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6042",6042,0.1151,0.968,0.0514,0.824,0.01332,0.73,45.2602370643029,0.145492337334969,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6043",6043,0.13654,0.948,0.08002,0.812,0.01682,0.772,31.7467187920063,0.153110438079318,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6044",6044,0.07518,0.742,0.02288,0.16,0.0018,0.112,61.601508334024,0.604326806795009,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6045",6045,0.08378,0.972,0.0143,0.094,0.00088,0.062,49.455033273057,0.643075929855456,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6046",6046,0.01476,0.72,0,0,0,0,16.6517316217825,0.418725055304682,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6047",6047,0.13502,0.91,0.05852,0.564,0.00914,0.488,41.0962679286172,0.324632302535607,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6048",6048,0.03146,0.962,0,0,0,0,48.6818692533178,0.345558010614296,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6049",6049,0.1528,0.964,0.07012,0.43,0.00696,0.372,111.421258721069,0.353225335678773,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6050",6050,0.00912,0.274,0,0,0,0,16.5861105182973,0.476722826052517,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:1.5","observation_error",FALSE,0.9,NA,NA,1.5,NA,NA
"6051",6051,0.0494,0.952,0.01948,0.248,0.00266,0.18,75.1916410642664,0.182763143731121,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6052",6052,0.06958,1,0.0013,0.016,8e-05,0.008,39.6915825752338,0.64477389765723,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6053",6053,0.0338,0.976,0,0,0,0,26.9780839781169,0.486702162052281,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6054",6054,0.0173,0.912,0,0,0,0,3.336356031911,0.0475817452328665,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6055",6055,0.02692,1,0,0,0,0,13.6892525543839,0.138020738596284,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6056",6056,0.02762,1,0,0,0,0,16.8349292862159,0.195129242971406,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6057",6057,0.04874,1,0.00292,0.044,7e-04,0.04,82.8857212253876,0.519940910492236,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6058",6058,0.01948,0.876,0,0,0,0,0.637273391730956,0.0173055759579783,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6059",6059,0.03578,0.814,0.00398,0.282,0.0097,0.45,64.7261992640098,0.112255789522742,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6060",6060,0.02814,1,0,0,0,0,29.7016326486213,0.279803196299178,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6061",6061,0.03972,1,0.00394,0.044,6e-04,0.036,82.2249093438239,0.364824521761535,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6062",6062,0.03496,1,0,0,0,0,19.2609929191279,0.34807609806807,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6063",6063,0.05488,0.998,0,0,0,0,42.0650173964083,0.56771376115486,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6064",6064,0.09168,1,0.00316,0.02,0.00018,0.014,47.4471068495041,0.643755851386144,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6065",6065,0.02926,1,0,0,0,0,16.0752457908733,0.241256826400571,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6066",6066,0.11204,0.896,0.05594,0.654,0.0082,0.516,70.1819358041445,0.190126153447355,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6067",6067,0.13854,0.966,0.00696,0.048,0.00048,0.032,41.9158108211576,0.734551640240006,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6068",6068,0.06854,0.952,0,0,0,0,34.4410289045686,0.631937260067738,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6069",6069,0.00072,0.056,0,0,0,0,6.5296581968748,0.0898817117754983,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6070",6070,0.01714,0.69,0,0,0,0,28.5348658948947,0.316304204174091,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6071",6071,0.01004,0.442,8e-04,0.006,0.00014,0.006,30.4193993196899,0.407582727957217,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6072",6072,0.10794,0.938,0.02292,0.22,0.00372,0.182,82.8324166445841,0.591319755669277,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6073",6073,0.01836,0.94,0,0,0,0,1.52291916378887,0.0431888771577021,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6074",6074,0.05916,0.908,0.00608,0.466,0.01944,0.792,53.331115983353,0.103407858723066,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6075",6075,0.02858,0.844,0.00052,0.004,0,0,47.031765225689,0.48888363524919,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6076",6076,0.16858,0.982,0.06684,0.562,0.01064,0.52,62.5677007809946,0.328062705161224,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6077",6077,0.02396,0.918,0.00018,0.004,2e-05,0.002,27.8047946896914,0.570744033989722,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6078",6078,0.09842,0.9,0.00018,0.006,6e-05,0.002,49.2313209165162,0.68964921233,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6079",6079,0.16634,0.946,0.0058,0.034,0.00032,0.026,50.2580700120769,0.717708888919116,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6080",6080,0.01816,0.846,0,0,0,0,27.0570696255747,0.449342129414661,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6081",6081,0.0226,0.976,0,0,0,0,15.0901380840559,0.193408664792546,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6082",6082,0.01814,0.958,0,0,0,0,10.3997042441973,0.0698139963862443,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6083",6083,0.03454,0.978,0,0,0,0,28.2446191468574,0.489779064583704,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6084",6084,0.00916,0.332,0,0,0,0,13.8634601227545,0.408735001359162,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6085",6085,0.02866,0.988,0,0,0,0,25.012514941733,0.409368554795136,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6086",6086,0.04676,0.97,0.01476,0.278,0.0036,0.22,79.4939836770477,0.209882175166704,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6087",6087,0.04752,0.92,0.02082,0.252,0.00402,0.212,45.5219254466032,0.182498499112726,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6088",6088,0.03714,1,0.0017,0.016,2e-04,0.014,53.402487462018,0.468230412900579,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6089",6089,0.03624,1,0.00068,0.006,4e-05,0.004,39.7160419523279,0.450388941177937,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6090",6090,0.01526,0.68,0,0,0,0,11.3079962716227,0.279916644590305,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6091",6091,0.03552,0.996,0.00492,0.062,0.00078,0.05,52.889981215738,0.34167097687556,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6092",6092,0.02482,0.996,0,0,0,0,17.3696649574074,0.12244673973945,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6093",6093,0.04282,0.998,0.00756,0.056,8e-04,0.044,115.893258641357,0.329945926990974,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6094",6094,0.00938,0.396,0,0,0,0,11.8883510535359,0.345686928930855,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6095",6095,0.01504,0.702,0,0,0,0,29.4758904948316,0.383424633571123,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6096",6096,0.00652,0.438,0,0,0,0,23.9400898776722,0.161246077019448,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6097",6097,0.07648,0.958,0,0,0,0,36.4096657042832,0.645146984105702,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6098",6098,0.05366,0.976,0,0,0,0,18.14989494061,0.522941520546908,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6099",6099,0.05906,0.984,0,0,0,0,36.1243360908889,0.602575628834595,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6100",6100,0.11066,0.968,0.0469,0.824,0.01242,0.706,45.1322264746438,0.145080837946076,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6101",6101,0.12846,0.948,0.07202,0.812,0.01538,0.756,31.7735105900947,0.153239651557067,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6102",6102,0.0706,0.74,0.0193,0.154,0.0014,0.096,61.0188096443941,0.598610381208183,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6103",6103,0.08168,0.972,0.01268,0.094,0.00108,0.074,49.0702599645202,0.638072628132765,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6104",6104,0.01332,0.7,0,0,0,0,16.2887084781011,0.40959646199274,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6105",6105,0.12982,0.908,0.05324,0.564,0.00852,0.486,41.0297914143169,0.324107183711208,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6106",6106,0.0276,0.962,0,0,0,0,43.6581417648952,0.309898137577491,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6107",6107,0.14458,0.958,0.06304,0.422,0.00616,0.35,109.377070566523,0.346744893298494,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6108",6108,0.00758,0.26,0,0,0,0,15.9359525542029,0.458035796222246,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:2","observation_error",FALSE,0.9,NA,NA,2,NA,NA
"6109",6109,0.04236,0.924,0.0156,0.22,0.00224,0.15,60.0284339054643,0.145906980330986,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6110",6110,0.0559,1,0.00074,0.008,6e-05,0.004,36.6595023502911,0.595518966062097,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6111",6111,0.02594,0.974,0,0,0,0,21.6424155445023,0.390443237039638,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6112",6112,0.01256,0.838,0,0,0,0,1.66127077261149,0.0236923643367674,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6113",6113,0.02438,1,0,0,0,0,9.78316466616884,0.0986379356849011,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6114",6114,0.0246,1,0,0,0,0,12.7605086076874,0.147903703200397,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6115",6115,0.0402,1,0.00158,0.03,3e-04,0.018,72.4347576060511,0.454382169379483,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6116",6116,0.01708,0.876,0,0,0,0,0.396979940217347,0.0107802500439644,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6117",6117,0.03122,0.738,0.00302,0.22,0.0082,0.396,54.3757883268509,0.0943048891941689,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6118",6118,0.02456,1,0,0,0,0,23.1665775168089,0.218239936948943,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6119",6119,0.03188,1,0.0022,0.022,0.00032,0.022,66.3523024836065,0.294399193803145,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6120",6120,0.03182,1,0,0,0,0,15.8891380335478,0.287141436145271,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6121",6121,0.04094,0.992,2e-05,0.002,0,0,35.7307764840881,0.482226200350919,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6122",6122,0.0697,0.99,0.00168,0.014,6e-05,0.006,43.5742127773661,0.591208954719807,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6123",6123,0.026,1,0,0,0,0,12.2432557893911,0.183746430691337,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6124",6124,0.10712,0.894,0.05128,0.65,0.00802,0.508,69.6211963544288,0.188607083996804,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6125",6125,0.12414,0.964,0.00524,0.048,0.00032,0.03,41.1699729094366,0.72148123910318,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6126",6126,0.057,0.948,0,0,0,0,32.8733807419773,0.603173447948095,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6127",6127,5e-04,0.042,0,0,0,0,3.72945182912289,0.0513364565615801,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6128",6128,0.01674,0.678,0,0,0,0,28.2459196845516,0.313101283878326,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6129",6129,0.00984,0.442,0.00066,0.006,0.00014,0.006,30.3443635115848,0.40657733994674,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6130",6130,0.0985,0.938,0.01598,0.208,0.00292,0.166,81.6527696837805,0.582898553187266,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6131",6131,0.01774,0.94,0,0,0,0,1.3681702619391,0.0388003111253126,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6132",6132,0.05734,0.904,0.00538,0.422,0.01874,0.79,52.7689837158314,0.10231789664311,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6133",6133,0.02718,0.842,1e-04,0.002,2e-05,0.002,46.4635694638531,0.482977380014105,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6134",6134,0.1596,0.982,0.05892,0.556,0.0099,0.518,61.6628095035259,0.323318067326404,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6135",6135,0.02364,0.918,0.00014,0.004,2e-05,0.002,27.7432680209317,0.569481087094492,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6136",6136,0.07852,0.87,0.00016,0.006,0,0,47.1989071014232,0.661178463209043,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6137",6137,0.13978,0.94,0.00336,0.03,8e-05,0.006,48.5395987414312,0.693168310540395,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6138",6138,0.01778,0.844,0,0,0,0,26.8804220015151,0.446408507235712,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6139",6139,0.01754,0.962,0,0,0,0,8.92568284928806,0.114399509973108,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6140",6140,0.0133,0.908,0,0,0,0,5.81100087930831,0.0390096857432126,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6141",6141,0.02658,0.974,0,0,0,0,22.4549966062623,0.389383449493922,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
"6142",6142,0.00504,0.232,0,0,0,0,11.0443753434438,0.325620208161762,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5 b_z:3","observation_error",FALSE,0.9,NA,NA,3,NA,NA
