"","scenario","ssb_below_blim_total","ssb_below_blim_iter","collapse_total","collapse_iter","fmaxed_total","fmaxed_iter","yield","rel_yield","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"1392",1392,0.04736,0.902,0,0,0,0,23.0518901728735,0.570623441471033,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1393",1393,0.07842,1,0.02226,0.214,0.0034,0.19,78.7245652403463,0.508563219186191,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1394",1394,0.08718,1,0,0,0,0,87.6906033850909,0.618171307081577,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1395",1395,0.14974,1,0.06346,0.344,0.0061,0.304,150.984685330448,0.429850558581309,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1396",1396,0.06604,0.846,0,0,0,0,19.7154760513327,0.573282395338413,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1397",1397,0.20056,0.96,0.00044,0.014,0,0,52.3251766264518,0.680649891749986,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1398",1398,0.11334,0.818,0,0,0,0,99.395131634241,0.669465951579434,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1399",1399,0.29752,0.994,0.00414,0.11,0.00058,0.05,33.9122155039155,0.600894381574066,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1400",1400,0.27194,1,0.00084,0.026,8e-05,0.008,19.6228423575439,0.565380629115719,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1401",1401,0.33402,1,0.0029,0.046,0.00018,0.018,37.182652279224,0.620228978672979,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1402",1402,0.12552,0.954,0.05656,0.774,0.0127,0.68,76.501305472517,0.245919033224675,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1403",1403,0.1499,0.946,0.088,0.796,0.01666,0.754,49.2142378070371,0.237354088771924,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1404",1404,0.20026,0.964,0.0762,0.418,0.00504,0.298,56.3770429609959,0.553073443663487,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1405",1405,0.21696,0.996,0.06552,0.334,0.00534,0.29,50.0271045339674,0.650514712800405,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1406",1406,0.06818,0.822,0.0034,0.01,0.00016,0.01,25.0096518461126,0.628893624415342,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1407",1407,0.139,0.91,0.05574,0.466,0.00792,0.392,71.2912884076523,0.563152234327107,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1408",1408,0.243,0.996,0.00208,0.062,0.00018,0.016,88.405315276985,0.627526537978256,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1409",1409,0.25674,0.996,0.13486,0.684,0.01234,0.616,102.941349195722,0.326342504493794,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1410",1410,0.0978,0.766,8e-05,0.002,2e-05,0.002,20.8906665848669,0.600445631992633,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.2,0
"1411",1411,0.09572,0.982,0.0494,0.452,0.00624,0.376,118.725904524205,0.288578879860046,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1412",1412,0.21098,1,0.03794,0.192,0.00228,0.14,34.8937383124833,0.566834834890399,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1413",1413,0.15902,0.996,0.0011,0.034,8e-05,0.008,35.8052870328889,0.645950640006343,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1414",1414,0.0473,0.986,0,0,0,0,32.1963174953607,0.4591707125523,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1415",1415,0.04198,1,0.0015,0.006,0.00012,0.006,47.6053395532207,0.479976835854214,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1416",1416,0.0397,1,0.00158,0.012,0.00022,0.01,42.4257920205806,0.491746210435019,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1417",1417,0.15478,1,0.03558,0.298,0.00554,0.254,89.76381660091,0.563087101647127,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1418",1418,0.02676,0.894,0,0,0,0,3.87678136842482,0.10527653486602,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1419",1419,0.04736,0.904,0.00684,0.448,0.01358,0.582,96.5207523709114,0.167397644013224,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1420",1420,0.07156,1,0.00612,0.03,5e-04,0.028,65.4394414064321,0.616469979484525,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1421",1421,0.15142,1,0.05292,0.36,0.0083,0.344,104.789779038304,0.464942817550432,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1422",1422,0.063,1,0.00258,0.026,0.00016,0.014,34.2444043826866,0.618849646445453,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1423",1423,0.2152,1,0.01002,0.128,0.00076,0.056,44.4071306002638,0.599323159612515,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1424",1424,0.2795,1,0.06722,0.244,0.00384,0.204,39.4998679361935,0.535928801592889,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1425",1425,0.05208,1,0.00096,0.006,0.00012,0.004,39.5429549463443,0.59345953032159,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1426",1426,0.15858,0.966,0.088,0.802,0.01198,0.672,77.6200952165509,0.210276475914316,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1427",1427,0.33736,0.998,0.07496,0.324,0.00418,0.246,29.8844576663676,0.523708762074881,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1428",1428,0.31394,1,0.00318,0.092,0.00038,0.03,33.3015824349289,0.611030257492026,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1429",1429,0.0565,0.53,3e-04,0.008,6e-05,0.004,40.9134398249198,0.563179556297094,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1430",1430,0.06202,0.818,0.01414,0.046,0.00084,0.038,57.5156603681228,0.637551451872822,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1431",1431,0.03152,0.594,0.00672,0.046,0.00086,0.038,52.5296749107096,0.703833365471961,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1432",1432,0.2413,0.994,0.0865,0.604,0.01342,0.564,61.334062225888,0.437848419239471,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1433",1433,0.01988,0.94,0,0,0,0,5.66885342353107,0.160764550053193,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1434",1434,0.06772,0.932,0.00982,0.598,0.02034,0.83,66.6532214627069,0.129239127690563,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1435",1435,0.13024,0.952,0.03174,0.116,0.00156,0.094,68.0577023554921,0.707443081810733,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1436",1436,0.2624,0.998,0.11996,0.788,0.01802,0.76,58.9018323535751,0.308841370542041,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1437",1437,0.07052,0.944,0.0067,0.054,4e-04,0.034,37.6097576098796,0.772008749397335,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1438",1438,0.30828,1,0.0211,0.222,0.00116,0.088,39.2530799704531,0.549870594149907,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1439",1439,0.38834,1,0.1052,0.356,0.00546,0.274,34.1760515140205,0.488050097305287,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1440",1440,0.06418,0.912,0.00624,0.024,4e-04,0.022,44.5371285573665,0.739636940027888,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1441",1441,0.1012,0.992,8e-05,0.002,0,0,51.4641537448932,0.659610482358343,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1442",1442,0.06074,0.994,8e-05,0.002,0,0,80.5703149431993,0.540874581065283,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1443",1443,0.15944,0.996,0.00124,0.038,0.00022,0.016,37.2057361050923,0.645170343135172,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1444",1444,0.08428,0.852,0.00016,0.004,0,0,19.959281291255,0.588457484168687,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1445",1445,0.14698,1,4e-04,0.008,0,0,40.8308513892895,0.668260135505205,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1446",1446,0.08384,0.986,0.03364,0.498,0.00702,0.412,110.93782795366,0.292901067001206,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1447",1447,0.09188,0.972,0.0502,0.462,0.00946,0.436,74.5787839633937,0.29898814703997,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1448",1448,0.14176,1,0.03904,0.232,0.0026,0.162,67.7007665716775,0.593597028754293,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1449",1449,0.1256,1,0.02278,0.144,0.00222,0.12,56.00158998114,0.635070756702336,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1450",1450,0.0494,0.898,0,0,0,0,23.4554187678916,0.580612334958482,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1451",1451,0.09266,1,0.02936,0.28,0.00462,0.244,80.2322405448543,0.518302850062617,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1452",1452,0.09292,1,1e-04,0.004,2e-05,0.002,89.4978573112978,0.630911469409866,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1453",1453,0.1723,1,0.07532,0.412,0.00752,0.374,148.11050776983,0.421667829139646,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1454",1454,0.06764,0.84,0,0,0,0,20.2283487117354,0.588195596850449,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1455",1455,0.2129,0.96,0.00028,0.014,2e-05,0.002,53.0797483310435,0.690465418082836,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1456",1456,0.11764,0.82,1e-04,0.004,0,0,100.258408403564,0.67528046577494,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1457",1457,0.31642,0.994,0.00498,0.122,0.00082,0.06,34.0393803683058,0.603147630187,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1458",1458,0.2837,1,0.00128,0.028,1e-04,0.01,19.836816061786,0.571545719030538,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1459",1459,0.3571,1,0.00398,0.072,0.00018,0.016,37.2600077628793,0.621519314614106,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1460",1460,0.13344,0.974,0.0607,0.86,0.01388,0.754,61.1817132581784,0.196673085283305,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1461",1461,0.16078,0.97,0.09658,0.87,0.01966,0.826,37.6973591813835,0.181809629414311,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1462",1462,0.22036,0.974,0.09076,0.5,0.0066,0.396,50.0444729071408,0.490949285620132,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1463",1463,0.24452,0.996,0.07914,0.4,0.00632,0.346,45.8133994361626,0.59572287171628,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1464",1464,0.07058,0.824,0.00204,0.01,4e-05,0.002,25.1387745929273,0.632140549751945,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1465",1465,0.17018,0.932,0.0743,0.636,0.01112,0.566,54.4243710819443,0.42991516721354,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1466",1466,0.25628,0.996,0.00206,0.064,0.00014,0.014,88.5718236366925,0.628708462551278,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1467",1467,0.27648,0.996,0.15044,0.768,0.01466,0.706,84.6255095809839,0.268278014194412,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1468",1468,0.1014,0.764,1e-04,0.004,2e-05,0.002,20.9634888906986,0.602538711946336,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.25,0
"1469",1469,0.10228,0.986,0.05174,0.494,0.0062,0.37,123.110995868944,0.299237419404722,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1470",1470,0.23392,1,0.04996,0.254,0.00278,0.18,35.1409865078359,0.570851283020276,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1471",1471,0.16408,0.996,0.00106,0.036,1e-04,0.008,35.9104751882302,0.647848302667206,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1472",1472,0.04724,0.986,0,0,0,0,32.2592257129773,0.460067883823907,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1473",1473,0.04366,1,0.00202,0.01,0.00014,0.008,49.0008597894352,0.494047051372788,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1474",1474,0.04138,1,0.00238,0.018,0.00032,0.016,44.3477911141471,0.514023597036604,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1475",1475,0.16978,1,0.0422,0.348,0.00622,0.308,88.4462229188032,0.554821855853216,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1476",1476,0.02676,0.894,0,0,0,0,3.92714021619461,0.106644062329969,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1477",1477,0.0508,0.918,0.00728,0.476,0.0144,0.614,100.942846482499,0.175066959861902,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1478",1478,0.07836,1,0.01018,0.046,0.00068,0.04,66.2011780737,0.623645893238536,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1479",1479,0.167,1,0.0631,0.44,0.00942,0.412,100.631814832543,0.446494304624435,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1480",1480,0.06648,1,0.00338,0.032,0.00032,0.022,34.9239808798239,0.631130650672778,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1481",1481,0.22124,1,0.0081,0.122,8e-04,0.054,45.1679283690898,0.609590963824937,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1482",1482,0.31402,1,0.0866,0.296,0.00444,0.236,39.6211791440216,0.537574735456166,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1483",1483,0.05448,1,0.0016,0.008,2e-04,0.008,40.374009430602,0.605931972114786,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1484",1484,0.16436,0.98,0.09374,0.862,0.01294,0.734,65.0474480086817,0.176216585361373,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1485",1485,0.36586,0.998,0.09098,0.372,0.0047,0.276,29.8304660465023,0.52276258849135,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1486",1486,0.32758,1,0.00352,0.092,0.00056,0.048,33.5958703001546,0.616429964560511,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1487",1487,0.05654,0.53,0.00032,0.01,0,0,40.9929870296148,0.564274535346436,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1488",1488,0.06604,0.824,0.01502,0.048,0.00068,0.038,57.5842925710985,0.638312228335655,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1489",1489,0.03678,0.628,0.00818,0.056,0.00104,0.052,52.470693721552,0.703043089710025,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1490",1490,0.25478,0.992,0.09626,0.65,0.01442,0.616,55.203660478756,0.394085025508936,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1491",1491,0.01988,0.94,0,0,0,0,5.6944211348496,0.161489631705322,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1492",1492,0.07026,0.944,0.01034,0.642,0.02192,0.868,55.2611359695673,0.107150124947711,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1493",1493,0.14118,0.95,0.03694,0.132,0.00192,0.112,66.773852738246,0.694097780715173,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
"1494",1494,0.27356,0.998,0.13142,0.846,0.02034,0.82,49.496042140711,0.259523768282499,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.3,0
